business,open,city,review_count,name,state,stars
10909,true,Las Vegas,3,Rebel Oil Company,NV,3.5
10910,true,Las Vegas,127,Whole Foods Market,NV,4.0
10911,true,Las Vegas,4,The Ivy Apartments,NV,3.5
10912,true,Las Vegas,15,Burger King,NV,4.0
10913,false,Las Vegas,70,The Original Graziano's Pizza Restaurant,NV,3.5
10914,true,Las Vegas,8,Lamps Plus,NV,4.5
10915,true,Las Vegas,4,Jos A Bank Clothiers,NV,2.0
10916,true,Las Vegas,20,La Quinta Inn & Suites Las Vegas RedRock/Summerlin,NV,4.0
10917,true,Las Vegas,10,Fantastic Sam's,NV,4.0
10918,false,Las Vegas,37,Carmine's,NV,4.0
10919,false,Las Vegas,12,Rising Sun Japanese Restaurant & Sushi Bar,NV,3.0
10920,true,Las Vegas,118,Claim Jumper,NV,3.0
10921,true,Las Vegas,4,Fashion Exchange,NV,2.0
10922,true,Las Vegas,33,Sam's Club,NV,3.5
10923,true,Las Vegas,9,Reflections at The Lakes,NV,2.0
10924,true,Las Vegas,31,Einstein Bros,NV,2.5
10925,true,Las Vegas,5,Crystal Cove Apartments,NV,4.0
10926,true,Las Vegas,12,Desert Rock Sports,NV,4.5
10927,true,Las Vegas,6,Cvs Pharmacy,NV,2.5
10928,true,Las Vegas,212,Chicago Brewing Company,NV,3.5
10929,true,Las Vegas,21,Vision Source,NV,4.5
10930,true,Las Vegas,4,Pediatric Dental Care Associates,NV,5.0
10931,true,Las Vegas,98,Rocco's NY Italian Deli,NV,4.0
10932,true,Las Vegas,119,Go Raw Cafe,NV,4.0
10933,true,Las Vegas,32,Red Rock Climbing Center,NV,3.5
10934,true,Las Vegas,17,Officemax,NV,3.0
10935,true,Las Vegas,8,The Skin Institute,NV,3.5
10936,true,Las Vegas,10,Wendy's,NV,3.0
10937,true,Las Vegas,4,Summerhill Pointe Apartments,NV,3.0
10938,true,Las Vegas,7,VCA Lake View Animal Hospital,NV,4.0
10939,true,Las Vegas,20,Mad Matty's Bar & Grille,NV,3.5
10940,true,Las Vegas,7,Art's Auto Service,NV,3.5
10941,true,Las Vegas,15,A Childrens Dentist,NV,4.0
10942,true,Las Vegas,6,Terrible Herbst #166,NV,3.5
10943,true,Las Vegas,4,Lakeside Dental,NV,5.0
10944,true,Las Vegas,5,Al Phillips The Cleaner,NV,2.5
10945,true,Las Vegas,5,Red Rock Chevron,NV,4.5
10946,true,Las Vegas,12,Smart & Final,NV,4.0
10947,true,Las Vegas,3,Peccole Ranch Community Association,NV,5.0
10948,true,Las Vegas,8,Stein Mart,NV,2.5
10949,true,Las Vegas,8,Psychic Eye Book Shops,NV,3.5
10950,true,Las Vegas,3,Durango Park Chevron,NV,3.5
10951,true,Las Vegas,27,Calico Jack's Saloon,NV,2.5
10952,true,Las Vegas,22,Sport Chalet,NV,4.0
10953,true,Henderson,21,Village Runner,NV,4.5
10954,true,Las Vegas,5,Licata Sam J|| DDS,NV,4.0
10955,true,Las Vegas,8,Pier 1 Imports,NV,4.5
10956,true,Las Vegas,94,King & I,NV,3.5
10957,true,Las Vegas,5,Subway,NV,4.0
10958,true,Las Vegas,4,Berkshire Hathaway HomeServices Nevada Properties,NV,2.0
10959,true,Las Vegas,3,Terrible Herbst,NV,2.5
10960,true,Las Vegas,3,Bell Michael D|| DDS,NV,3.5
10961,true,Las Vegas,9,Port of Subs,NV,3.5
10962,true,Las Vegas,10,Mountain West Chiropractic,NV,5.0
10963,true,Las Vegas,33,Baskin Robbins,NV,2.0
10964,true,Las Vegas,13,Roberto's Taco Shop,NV,3.5
10965,true,Las Vegas,23,Volvo of Las Vegas,NV,4.0
10966,true,Las Vegas,42,Marie Callenders Restaurant & Bakery,NV,3.5
10967,true,Las Vegas,79,Mimi's Cafe,NV,3.0
10968,true,Las Vegas,17,Desert Perinatal Associates,NV,4.5
10969,true,Las Vegas,7,Big O Tires and Service Centers,NV,3.0
10970,true,Las Vegas,18,IHOP,NV,3.0
10971,true,Las Vegas,7,Canyon Gate Cleaners,NV,4.0
10972,true,Las Vegas,4,Family Music Centers,NV,4.0
10973,true,Las Vegas,3,Professional Permanent Cosmetics Mary Arnold,NV,5.0
10974,true,Las Vegas,6,Perfect Nails,NV,3.5
10975,true,Las Vegas,4,Guo Li Yee MD Ltd,NV,4.0
10976,true,Las Vegas,12,Star Nursery,NV,4.0
10977,false,Las Vegas,4,Las Vegas Art Museum,NV,3.0
10978,true,Las Vegas,72,Macayo's Mexican Restaurant,NV,3.0
10979,true,Las Vegas,5,Mr Bill's Pipe & Tobacco Company,NV,4.0
10980,true,Las Vegas,30,West Charleston Animal Hospital,NV,3.5
10981,true,Las Vegas,11,Canyon Gate Country Club,NV,4.5
10982,true,Las Vegas,7,Home Pride Inspections,NV,5.0
10983,true,Las Vegas,9,St Joseph Husband of Mary Roman Catholic Church,NV,4.5
10984,true,Las Vegas,16,Domino's Pizza,NV,4.0
10985,false,Las Vegas,4,Pizza Hut,NV,4.0
10986,true,Las Vegas,5,Mail For You,NV,4.0
10987,true,Las Vegas,6,Lakes Cleaners and Dry Cleaning,NV,4.0
10988,true,Las Vegas,101,The Hush Puppy,NV,3.5
10989,true,Las Vegas,7,A-1 Mechanical,NV,3.5
10990,false,Las Vegas,4,Pumi Chinese Restaurant,NV,4.0
10991,true,Las Vegas,54,Lakes Lounge,NV,4.0
10992,true,Las Vegas,5,Bassett Furniture Direct of Las Vegas,NV,2.5
10993,true,Las Vegas,74,Honda West,NV,3.0
10994,true,Las Vegas,16,Montage Hair Studio,NV,5.0
10995,true,Las Vegas,4,All Storage,NV,5.0
10996,true,Las Vegas,20,99 Cent Only Store,NV,3.5
10997,true,Las Vegas,17,UMC Quick Care,NV,2.5
10998,true,Las Vegas,120,The Melting Pot,NV,4.0
10999,true,Las Vegas,19,Blue Cross Animal Hospital,NV,4.5
11000,true,Las Vegas,16,Great Wall Chinese Restaurant,NV,4.0
11001,true,Nellis Air Force Base,4,One Nevada Credit Union - Nellis AFB,NV,3.0
11002,true,Las Vegas,3,Maximum Security Self Storage,NV,4.5
11003,true,Las Vegas,30,Capriotti's,NV,4.0
11004,true,Las Vegas,12,Jack In the Box,NV,4.0
11005,true,Las Vegas,24,The Home Depot,NV,3.5
11006,true,Las Vegas,5,Scott L. Miller|| DDS,NV,4.5
11007,true,Las Vegas,5,Leslie's Swimming Pool Supplies,NV,2.5
11008,true,Las Vegas,21,Water Wings Swim School,NV,3.5
11009,true,Las Vegas,42,Las Vegas Cyclery and Running Center,NV,3.5
11010,true,Las Vegas,5,Relax the Back,NV,3.5
11011,true,Las Vegas,5,Bank of America,NV,3.5
11012,true,Las Vegas,252,Paymon's Mediterranean Cafe & Hookah Lounge,NV,3.5
11013,true,Las Vegas,7,Quest Diagnostics,NV,2.0
11014,true,Las Vegas,16,Alligator Soup,NV,4.0
11015,true,Las Vegas,9,Charlies  Lakeside Restaurant & Lounge,NV,3.0
11016,true,Las Vegas,9,Big O Tires and Service Centers,NV,4.0
11017,true,Las Vegas,10,Jack-In-the-Box #7239,NV,3.5
11018,true,Las Vegas,48,Rubio's Fresh Mexican Grill,NV,4.0
11019,true,Las Vegas,40,Cold Stone Creamery,NV,3.5
11020,false,Las Vegas,8,Cafe Wasabi,NV,4.5
11021,true,Las Vegas,18,Image Dental,NV,4.0
11022,true,Las Vegas,8,Lee's Nails,NV,5.0
11023,false,Las Vegas,3,Atlanta Bread Company,NV,2.5
11024,true,Las Vegas,157,Sushi Fever,NV,4.0
11025,false,Las Vegas,3,24 Hour Fitness,NV,3.5
11026,false,Las Vegas,103,Roy's Restaurant,NV,4.0
11027,true,Las Vegas,14,AutoZone,NV,4.0
11028,false,Las Vegas,11,Gail Knits,NV,3.5
11029,true,Las Vegas,4,Sprint,NV,1.5
11030,true,Las Vegas,8,Arby's,NV,2.5
11031,true,Las Vegas,6,Lakeview Dental,NV,4.5
11032,true,Las Vegas,5,Desert Breeze Dental,NV,5.0
11033,true,Las Vegas,22,The Lodge At Hualapai,NV,3.0
11034,false,Las Vegas,5,Bertolini's Authentic Trattoria,NV,5.0
11035,true,Las Vegas,9,Pearle Vision,NV,3.0
11036,true,Las Vegas,6,The Wellington,NV,2.0
11037,false,Las Vegas,323,Rosemary's Restaurant,NV,4.5
11038,true,Las Vegas,23,Pearl Wok To Go,NV,3.5
11039,true,Las Vegas,6,Lakes Dermatology,NV,3.5
11040,true,Las Vegas,11,Re Sys Real Estate,NV,1.5
11041,true,Las Vegas,8,Panda Express,NV,3.0
11042,true,Las Vegas,101,Hedary's Mediterranean Restaurant,NV,4.0
11043,true,Las Vegas,5,Robin Dale Lobato DDS|| PC,NV,5.0
11044,false,Las Vegas,3,Deseret Book,NV,4.5
11045,true,Las Vegas,7,Huntington Jewelers,NV,4.5
11046,true,Las Vegas,28,Villa Pizza,NV,4.0
11047,true,Las Vegas,39,Jersey Mike's Subs,NV,3.5
11048,true,Las Vegas,9,T-Mobile-Boca Park Marketplace,NV,3.0
11049,true,Las Vegas,24,Suite One Salon,NV,4.5
11050,false,Las Vegas,42,Outside Inn,NV,3.0
11051,true,Las Vegas,3,Surgical Arts Center,NV,4.0
11052,true,Las Vegas,18,Ross Dress For Less,NV,3.5
11053,true,Las Vegas,15,Optic Gallery,NV,4.5
11054,true,Las Vegas,7,Sally Beauty Supply Store #2781,NV,4.0
11055,true,Las Vegas,21,PetSmart,NV,3.0
11056,true,Las Vegas,12,Aaron Brothers Art and Framing,NV,4.0
11057,true,Las Vegas,8,Hallmark Store,NV,4.0
11058,true,Las Vegas,8,ClearVision Eye Centers - West Sahara,NV,4.5
11059,true,Las Vegas,108,Three Angry Wives,NV,3.0
11060,true,Las Vegas,10,Bath and Body Works,NV,4.0
11061,true,Las Vegas,34,Smith's Food & Drug Stores,NV,4.0
11062,true,Las Vegas,6,Applebee's Neighborhood Grill & Bar,NV,3.5
11063,true,Las Vegas,15,Wendy's,NV,4.0
11064,true,Las Vegas,30,Petland,NV,2.0
11065,true,Las Vegas,17,Verizon Wireless,NV,3.0
11066,true,Las Vegas,48,Fabulous Freddy's,NV,2.5
11067,true,Las Vegas,32,Starbucks Coffee,NV,4.0
11068,true,Las Vegas,4,Bakery King,NV,3.5
11069,true,Las Vegas,5,Shannon Day Realty,NV,2.0
11070,true,Las Vegas,151,Panevino Restaurant,NV,4.0
11071,true,Las Vegas,191,Metro Pizza,NV,4.0
11072,false,Las Vegas,16,Bono's,NV,3.5
11073,true,Las Vegas,201,Memphis Championship Barbecue,NV,3.5
11074,true,Las Vegas,17,Round Table Pizza,NV,3.0
11075,true,Las Vegas,5,Bounty Hunters,NV,3.5
11076,true,Las Vegas,9,Cleanbay Cleaners,NV,3.5
11077,true,Las Vegas,3,Southwest Airlines,NV,3.5
11078,true,Las Vegas,5,Las Vegas Fruits & Nuts,NV,4.5
11079,true,Las Vegas,16,National Car Rental,NV,4.0
11080,true,Las Vegas,5,Avis,NV,2.0
11081,true,Las Vegas,8,The Coffee Bean & Tea Leaf,NV,2.5
11082,true,Las Vegas,6,Juice Express,NV,3.5
11083,false,Las Vegas,25,Min Sok Chon,NV,4.0
11084,true,Las Vegas,3,Progressive Home,NV,5.0
11085,true,Las Vegas,25,Sonic Drive-In,NV,3.0
11086,true,Las Vegas,16,Albertsons,NV,3.5
11087,true,Las Vegas,7,Aviata Apartments,NV,1.5
11088,true,Las Vegas,17,El Herradero Mexican Restaurant,NV,4.0
11089,true,Las Vegas,17,China Joe's,NV,3.0
11090,true,Las Vegas,17,Antiques At the Market,NV,3.5
11091,true,Las Vegas,4,Chris's Place Food & Spirits,NV,4.5
11092,true,Las Vegas,9,Warm Springs Animal Hospital,NV,4.5
11093,true,Las Vegas,6,Sunset Shoe Repair,NV,3.5
11094,true,Las Vegas,5,Cvs Pharmacy,NV,3.0
11095,true,Las Vegas,3,Las Vegas Rubber Stamp,NV,5.0
11096,false,Las Vegas,3,Espresso Roma,NV,3.5
11097,true,Las Vegas,6,Taqueria Santa Cruz,NV,3.5
11098,true,Las Vegas,6,Swim 2000,NV,2.5
11099,true,Las Vegas,10,Long John Silver's,NV,3.5
11100,true,Las Vegas,3,Sas Shoes,NV,3.5
11101,true,Las Vegas,14,Dave's Automotive,NV,3.5
11102,true,Las Vegas,8,Sneak Peek Video-Ultrasound,NV,4.5
11103,true,Henderson,3,Crossroads Community Church,NV,3.5
11104,true,Las Vegas,64,Chipotle,NV,3.5
11105,true,Las Vegas,44,Tropical Smoothie Cafe,NV,3.0
11106,true,Las Vegas,27,Bali Hai Golf Club,NV,3.5
11107,true,Las Vegas,13,Burlington Coat Factory,NV,3.0
11108,true,Las Vegas,32,B & L Shoe & Luggage Repair,NV,4.5
11109,true,Las Vegas,3,Taco Ole,NV,3.0
11110,true,Las Vegas,3,Wells Fargo Bank,NV,1.5
11111,false,Las Vegas,4,Marie Callender's,NV,3.0
11112,true,Las Vegas,15,McDonald's,NV,2.0
11113,true,Las Vegas,36,Pussykat Tattoo Parlor,NV,4.0
11114,true,Las Vegas,56,Nathan's Famous,NV,3.5
11115,true,Las Vegas,7,Furniture Markdowns,NV,2.0
11116,true,Las Vegas,4,Jack in the Box,NV,4.0
11117,true,Las Vegas,21,PT's,NV,3.0
11118,true,Las Vegas,15,Starbucks,NV,4.0
11119,true,Las Vegas,702,Border Grill,NV,4.0
11120,true,Las Vegas,7,Crown Nails,NV,3.0
11121,false,Las Vegas,35,Urban Outfitters,NV,4.0
11122,true,Las Vegas,8,Bank of America,NV,4.0
11123,true,Las Vegas,295,Roy's Restaurant,NV,4.5
11124,true,Las Vegas,874,Yama Sushi,NV,4.0
11125,true,Las Vegas,4,MAC Cosmetics,NV,2.5
11126,true,Las Vegas,166,Blueberry Hill Family Restaurant,NV,3.5
11127,true,Las Vegas,4,Baja Fresh Mexican Grill,NV,3.5
11128,true,Las Vegas,14,Angie's Aesthetics,NV,4.5
11129,true,Las Vegas,26,Rincon Catracho,NV,4.0
11130,false,Las Vegas,15,The Tillerman,NV,3.0
11131,true,Las Vegas,3,Arby's Roast Beef Sandwich Restaurants,NV,3.5
11132,true,Las Vegas,44,Red Lobster,NV,3.5
11133,true,Las Vegas,274,Paymon's Mediterranean Cafe & Lounge,NV,4.0
11134,true,Las Vegas,3,University Sinclair,NV,2.5
11135,true,Las Vegas,8,Vegas Towers Apartments,NV,2.5
11136,true,Las Vegas,17,Hookah Lounge,NV,4.5
11137,true,Las Vegas,13,Sam's Beauty Salon,NV,3.5
11138,true,Las Vegas,8,Toys R Us,NV,3.0
11139,true,Las Vegas,36,Best Buy,NV,2.5
11140,false,Las Vegas,4,T.G.I. Friday's,NV,3.0
11141,true,Las Vegas,287,Kabuki Japanese Restaurant,NV,3.5
11142,true,Las Vegas,5,Las Vegas Field and Focus Llc,NV,4.0
11143,true,Las Vegas,8,Nathan Adelson Hospice,NV,5.0
11144,false,Las Vegas,3,Hallmark Showcase,NV,2.5
11145,true,Las Vegas,19,Albertsons,NV,2.5
11146,true,Las Vegas,13,Jack In The Box,NV,3.0
11147,true,Las Vegas,11,Quest Diagnostics Labs,NV,3.5
11148,true,Las Vegas,6,Jova's Shoe Repair,NV,3.0
11149,true,Las Vegas,3,Valenti Frank Tailor,NV,2.5
11150,true,Las Vegas,9,Paradise Pet Hospital,NV,4.5
11151,true,Las Vegas,12,Verizon Wireless,NV,2.5
11152,false,Las Vegas,16,Barnes & Noble Booksellers,NV,4.0
11153,true,Las Vegas,3,James W. Campbell|| DC,NV,5.0
11154,true,Las Vegas,58,Olive Garden Italian Restaurant,NV,3.5
11155,true,Las Vegas,8,Victor E. Cohen|| MD,NV,5.0
11156,true,Las Vegas,11,McDonald's,NV,3.5
11157,true,Las Vegas,69,Al's Donuts,NV,3.5
11158,true,Las Vegas,31,Gray Line Tours of Southern Nevada,NV,2.0
11159,true,Las Vegas,7,Teriyaki,NV,3.0
11160,true,Las Vegas,9,Milano's Fashion,NV,3.5
11161,true,Las Vegas,11,Bike World,NV,4.5
11162,true,Las Vegas,3,A Laundrimat,NV,3.5
11163,true,Las Vegas,4,Chevron Food Mart,NV,3.5
11164,false,Las Vegas,3,St Thomas Aquinas Newman Center@Unlv,NV,5.0
11165,true,Las Vegas,25,B&C Camera,NV,3.0
11166,true,Las Vegas,10,Diversity,NV,3.0
11167,true,Las Vegas,7,Eagle Taekwondo,NV,5.0
11168,true,Las Vegas,41,Macayo's Mexican Restaurant,NV,2.5
11169,true,Las Vegas,6,Diamond Inn Motel,NV,2.5
11170,true,Las Vegas,12,El Santaneco,NV,3.5
11171,true,Las Vegas,5,Boulevard Trophy,NV,5.0
11172,true,Las Vegas,3,Berns Suzuki Studio,NV,3.5
11173,true,Las Vegas,60,Alternate Reality Comics,NV,5.0
11174,true,Las Vegas,3,Officemax,NV,3.5
11175,true,Las Vegas,27,Tropicana Animal Hospital,NV,3.5
11176,true,Las Vegas,236,Capriotti's,NV,4.0
11177,true,Las Vegas,4,Cora's Coin Laundry,NV,5.0
11178,true,Las Vegas,3,Davis Funeral Home & Memorial Park,NV,2.5
11179,true,Las Vegas,42,Rum Runner Lounge,NV,4.0
11180,true,Las Vegas,13,India Market,NV,3.0
11181,true,Las Vegas,19,Village Meat & Wine,NV,4.5
11182,true,Las Vegas,3,Happi Inn,NV,3.5
11183,false,Las Vegas,14,Sushi Boy Desu,NV,2.5
11184,true,Las Vegas,3,Super 99 Cents Store,NV,4.5
11185,true,Las Vegas,3,University Connection,NV,5.0
11186,true,Las Vegas,14,Goodtimes Bar & Nightclub,NV,4.0
11187,true,Las Vegas,27,IHOP,NV,2.5
11188,true,Las Vegas,9,Marshalls,NV,3.0
11189,true,Las Vegas,9,Southwest Medical Associates,NV,3.0
11190,true,Las Vegas,3,Signature Flight Support,NV,5.0
11191,true,Las Vegas,5,Top Nails,NV,4.0
11192,true,Las Vegas,67,Sergio's Italian Gardens,NV,4.0
11193,true,Las Vegas,3,Motel 8,NV,1.5
11194,false,Las Vegas,5,Laughing Jackalope Motel Bar & Grill,NV,4.0
11195,true,Las Vegas,23,Avis Rent A Car McCarran Airport,NV,2.5
11196,true,Las Vegas,6,Smart & Final,NV,4.0
11197,true,Las Vegas,47,Strings Italian Cafe,NV,3.5
11198,true,Las Vegas,4,Hair Today,NV,4.5
11199,true,Las Vegas,3,Show-Off Las Vegas Costume Rentals,NV,5.0
11200,true,Las Vegas,3,Brookstone,NV,2.5
11201,true,Las Vegas,53,Felipito's Mexican Food,NV,3.5
11202,true,Las Vegas,224,Crown & Anchor British Pub,NV,4.0
11203,true,Las Vegas,63,King & I,NV,3.0
11204,true,Las Vegas,6,Xo Karaoke Room,NV,4.5
11205,true,Las Vegas,3,Klondike Hotel & Casino,NV,2.5
11206,true,Las Vegas,9,Panda Express,NV,3.0
11207,true,Las Vegas,254,Lupo,NV,3.5
11208,true,Las Vegas,4,Circle K Stores Inc,NV,3.0
11209,true,Las Vegas,5,Psychemedics Corporation,NV,4.5
11210,true,Las Vegas,127,Buffalo Exchange,NV,3.0
11211,true,Las Vegas,6,SuperPawn,NV,2.5
11212,false,Las Vegas,11,Souper Salad,NV,3.0
11213,true,Las Vegas,7,Harmon Medical & Rehabilitation Hospital,NV,1.5
11214,true,Las Vegas,3,Doubrava Mark W|| MD,NV,4.5
11215,true,Las Vegas,68,Free Zone,NV,3.0
11216,true,Las Vegas,16,Discount Tire Store - Las Vegas,NV,4.5
11217,true,Las Vegas,17,99 Cents Only Store,NV,3.5
11218,true,Las Vegas,3,Art of Chiropractic,NV,5.0
11219,true,Las Vegas,55,Embassy Suites Las Vegas,NV,4.0
11220,false,Las Vegas,42,Carluccio's Tivoli Gardens,NV,4.0
11221,true,Las Vegas,133,Cuba Cafe Restaurant,NV,4.0
11222,true,Las Vegas,9,Cheep Cheep Movers Inc,NV,3.0
11223,true,Las Vegas,202,Stephano's Greek & Mediterranean Grill,NV,4.0
11224,true,Las Vegas,25,Blue Ox Central,NV,4.0
11225,true,Las Vegas,9,Enterprise Rent-A-Car,NV,3.0
11226,true,Las Vegas,25,The Dive Bar,NV,3.5
11227,true,Las Vegas,4,Panda Express,NV,3.5
11228,true,Las Vegas,4,Citibank,NV,3.5
11229,true,Las Vegas,10,Sally Beauty Supply,NV,3.0
11230,false,Las Vegas,4,East Boy,NV,3.0
11231,true,Las Vegas,3,Purrfect Auto Service,NV,1.0
11232,true,Las Vegas,16,Domino's Pizza,NV,1.5
11233,true,Las Vegas,8,D'Hair To Be Different,NV,4.5
11234,true,Las Vegas,11,Best Western McCarran Inn,NV,3.0
11235,true,Las Vegas,13,1 Hr Photo Shack,NV,5.0
11236,false,Las Vegas,24,Sunset Pizzeria,NV,4.0
11237,true,Las Vegas,57,Stake Out,NV,4.0
11238,true,Las Vegas,36,Vons,NV,2.5
11239,true,Las Vegas,4,Come & See Shoe Repair & Alterations,NV,4.0
11240,true,Las Vegas,6,KUNV 91.5 Radio,NV,4.5
11241,true,Las Vegas,10,4 Your Nails,NV,3.0
11242,true,Las Vegas,7,Eric James - State Farm Insurance Agent,NV,4.5
11243,true,Las Vegas,7,Sprint,NV,1.5
11244,true,Las Vegas,8,Machine Gun Kelly's Gun Vault,NV,2.5
11245,true,Las Vegas,26,Cili Fine Dining,NV,4.5
11246,true,Las Vegas,11,WorldMark Las Vegas - Spencer Street,NV,3.5
11247,false,Las Vegas,14,New China Buffet,NV,1.5
11248,true,Las Vegas,12,Rebelbooks,NV,3.0
11249,false,Las Vegas,3,Little Caesar's Pizza,NV,2.0
11250,true,Las Vegas,17,Dollar Rent A Car,NV,1.5
11251,true,Las Vegas,19,Shrine of the Most Holy Redeemer,NV,4.5
11252,true,Las Vegas,4,Glyman Mark L|| MD DDS,NV,3.0
11253,false,Las Vegas,5,Lone Star Steakhouse & Saloon,NV,4.0
11254,true,Las Vegas,11,Party City,NV,4.5
11255,true,Las Vegas,99,Jason's Deli,NV,4.0
11256,true,Las Vegas,460,Mint Indian Bistro,NV,4.0
11257,false,Las Vegas,18,Toto's Mexican,NV,3.5
11258,true,Las Vegas,179,Aloha Kitchen,NV,3.5
11259,false,Las Vegas,4,Leonard's Wide Shoes,NV,2.5
11260,true,Las Vegas,87,TaylorMade Golf Experience,NV,3.5
11261,true,Las Vegas,4,Smog Checkers,NV,5.0
11262,true,Las Vegas,44,Thrifty Car Rental,NV,1.5
11263,true,Las Vegas,17,El Pollo Loco,NV,3.5
11264,true,Las Vegas,3,Paul K Hilton|| DDS,NV,5.0
11265,false,Las Vegas,7,Buggy Wash Car Wash,NV,3.5
11266,true,Las Vegas,43,Regency Auto Spa,NV,4.0
11267,true,Las Vegas,39,Doubletree by Hilton Hotel,NV,4.0
11268,true,Las Vegas,11,Gilligan's Hide Away,NV,4.0
11269,true,Las Vegas,8,Yukon Grille,NV,3.5
11270,true,Las Vegas,34,Walmart,NV,3.0
11271,true,Las Vegas,3,The Oasis 105.7 FM,NV,3.0
11272,true,Las Vegas,60,Donut Hut,NV,4.5
11273,true,Las Vegas,3,AAA Wuxin Healing Arts,NV,3.0
11274,true,Las Vegas,12,Roberto's Taco Shop,NV,4.0
11275,true,Las Vegas,4,Pink Ladies Cleaning Service,NV,3.0
11276,true,Las Vegas,3,Four Mile Bar,NV,3.5
11277,true,Las Vegas,5,Kids Quest,NV,3.0
11278,true,Las Vegas,21,The Broiler,NV,4.0
11279,true,Las Vegas,22,Cabo Mexican Restaurant,NV,3.0
11280,true,Las Vegas,13,Pasta Cucina,NV,4.0
11281,true,Henderson,4,Benjamin Glick|| DMD,NV,4.5
11282,false,Las Vegas,11,Savers,NV,3.0
11283,true,Las Vegas,32,Oasis Hand Car Wash,NV,4.0
11284,true,Las Vegas,283,Casa Di Amore,NV,4.0
11285,false,Las Vegas,11,Albinas Italian American Bakery,NV,4.0
11286,true,Las Vegas,3,Green Florist,NV,1.0
11287,true,Las Vegas,22,International House of Pancakes,NV,3.0
11288,true,Las Vegas,8,Nails Expo,NV,2.5
11289,true,Las Vegas,5,A Tailor,NV,5.0
11290,true,Las Vegas,164,Blueberry Hill Family Restaurant,NV,4.0
11291,true,Las Vegas,12,Dal Italia,NV,4.0
11292,true,Las Vegas,5,Marine Center of Las Vegas,NV,3.0
11293,true,Las Vegas,6,Verizon Wireless,NV,3.5
11294,true,Las Vegas,11,PT's,NV,3.0
11295,true,Las Vegas,4,Olivia's Dollhouse Tea Room,NV,2.5
11296,true,Las Vegas,6,Discount Tire - Las Vegas,NV,4.5
11297,true,Las Vegas,3,The French Style Dry Cleaners,NV,4.5
11298,true,Las Vegas,3,Nail House the,NV,3.5
11299,true,Las Vegas,6,Dan Dee Dry Cleaners,NV,4.5
11300,true,Las Vegas,3,Smart & Final,NV,3.0
11301,true,Las Vegas,15,Blue Ox East Restaurant & Lounge,NV,4.5
11302,true,Las Vegas,5,Ted Wiens Tire & Auto,NV,3.0
11303,true,Las Vegas,3,Paddy's Pub,NV,3.5
11304,true,Las Vegas,5,Findlay Rv Center,NV,3.0
11305,true,Las Vegas,4,Los Compadres Meat Market,NV,4.5
11306,true,Las Vegas,3,RadioShack,NV,4.5
11307,true,Las Vegas,3,Walgreens,NV,3.5
11308,false,Las Vegas,4,Bagels-N-More,NV,4.0
11309,true,Las Vegas,24,Fuji Japanese Restaurant,NV,4.0
11310,true,Las Vegas,5,Jack in the Box,NV,4.0
11311,true,Las Vegas,10,Pizza Hut,NV,2.0
11312,true,Las Vegas,4,Wag-N-Tails,NV,4.0
11313,true,Henderson,4,Miriam S Bettencourt|| MD,NV,3.5
11314,true,Las Vegas,7,Las Vegas Skin & Cancer Clinics,NV,2.0
11315,true,Las Vegas,10,Alex's Shoe & Jewelry Repair,NV,4.5
11316,true,Las Vegas,9,The Ritz of Las Vegas,NV,4.0
11317,true,Las Vegas,3,Smog Busters,NV,2.0
11318,true,Las Vegas,6,El Gran Taco,NV,3.0
11319,true,Las Vegas,8,El Pollo Loco,NV,3.5
11320,true,Las Vegas,5,Advanced Guitar & Amp Repair,NV,4.0
11321,true,Las Vegas,12,Eyeglass World,NV,3.5
11322,true,Las Vegas,5,Big O Tires and Service Centers,NV,4.0
11323,true,Las Vegas,16,Smith's Food & Drug Centers,NV,4.0
11324,true,Las Vegas,4,7-Eleven,NV,3.5
11325,true,Las Vegas,4,Dylan's,NV,4.0
11326,false,Las Vegas,9,Gold's Gym,NV,4.0
11327,true,Las Vegas,4,Kfc,NV,3.0
11328,true,Las Vegas,3,Cavalier Lounge & Restaurant,NV,4.5
11329,true,Las Vegas,19,Cosmic Comics,NV,4.5
11330,true,Las Vegas,77,Wo Fat,NV,3.5
11331,false,Las Vegas,3,Farm Basket,NV,5.0
11332,true,Las Vegas,17,Sandy Hill Animal Clinic,NV,4.5
11333,true,Las Vegas,4,Thousand Trails Rv Resort,NV,2.0
11334,true,Las Vegas,6,Pj's Cleaners,NV,2.5
11335,true,Las Vegas,9,Las Vegas RV Resort,NV,4.0
11336,true,Las Vegas,66,Chapala's Mexican Restaurant,NV,3.5
11337,true,Las Vegas,5,Long John Silver's,NV,3.5
11338,true,Las Vegas,56,Pet Kingdom USA,NV,4.0
11339,true,Las Vegas,3,Dylans Double Duce,NV,4.5
11340,true,Las Vegas,48,Geisha Steakhouse,NV,4.5
11341,true,Las Vegas,3,Mr Shea's Shear Perfection,NV,4.5
11342,false,Las Vegas,3,Swiss Cafe Restaurant,NV,3.5
11343,true,Las Vegas,30,Capriotti's,NV,4.0
11344,true,Las Vegas,9,Nails Today,NV,4.0
11345,true,Las Vegas,5,Quiznos,NV,2.0
11346,true,Las Vegas,3,SmartStop Self Storage,NV,3.5
11347,true,Las Vegas,5,Realty 500 Reiss Corporation Property Management,NV,1.0
11348,false,Las Vegas,8,La Palapa,NV,3.0
